stop_id,stop_name,stop_lat,stop_lon
11438,El Cajon Bl & 70th St,32.7688439,-117.04749615
11053,El Cajon Bl & 67th St,32.76873316,-117.0527067
11049,El Cajon Bl & Rolando Bl,32.76720356,-117.05713976
11044,El Cajon Bl & Art St,32.76517643,-117.06072229
11418,El Cajon Bl & 63rd St,32.76349878,-117.06380693
11329,El Cajon Bl & 35th St,32.75539432,-117.117733
12012,Front St & B St,32.71762489,-117.16482033
10094,Broadway & 3rd Av,32.71561383,-117.16210744
10099,Broadway & 6th Av,32.71566351,-117.15947446
13315,Broadway & 9th Av,32.71565037,-117.15662982
10109,Broadway & Park Bl,32.71570092,-117.15401278
10489,Broadway & 15th St,32.71569692,-117.15004949
10119,Broadway & 20th St,32.71572127,-117.14594994
10504,Broadway & 22nd St,32.71573459,-117.14373599
10134,Broadway & 25th St,32.71575334,-117.14076456
10138,C St & 26th St,32.71680461,-117.13829122
10532,C St & 27th St,32.71681943,-117.13584967
10148,C St & 28th St,32.71683051,-117.13430543
10166,C St & 30th St,32.71680897,-117.13040045
13532,30th St & A St,32.71882529,-117.12939642
11300,Beech St & Fern St,32.72137939,-117.12967876
12818,30th St & Elm St,32.72465551,-117.13007889
12474,30th St & Grape St,32.72641717,-117.13009648
12828,30th St & Juniper St,32.72989275,-117.12950685
12830,30th St & Redwood St,32.7376566,-117.12921686
10924,Upas St & 30th St,32.74117963,-117.1296813
12478,30th St & Dwight St,32.74410477,-117.12996418
12479,30th St & North Park Wy,32.74722434,-117.12996281
12824,30th St & University Av,32.74879854,-117.13005985
12819,30th St & Polk Av,32.7524596,-117.13005413
12475,30th St & Howard Av,32.75394371,-117.13006571
12476,30th St & El Cajon Bl,32.75494144,-117.13006266
12822,30th St & Monroe Av,32.7594159,-117.13007808
12089,30th St & Adams Av,32.76258874,-117.13031472
12086,30th St & Monroe Av,32.75896658,-117.13026226
11692,30th St & El Cajon Bl,32.75555853,-117.13024772
12084,30th St & Howard Av,32.75422334,-117.13024349
12082,30th St & Polk Av,32.75199656,-117.1302349
11693,30th St & University Av,32.74863258,-117.1302078
12093,30th St & North Park Wy,32.7471599,-117.13013455
12091,30th St & Dwight St,32.74399356,-117.13014195
10162,Upas St & 30th St,32.74102988,-117.12948143
11697,30th St & Redwood St,32.73753465,-117.12935874
12096,30th St & Juniper St,32.72985318,-117.12965929
11696,30th St & Fir St,32.72563542,-117.13026101
12099,30th St & Date St,32.72322478,-117.13028896
10167,Beech St & Fern St,32.72122117,-117.12951136
11694,30th St & C St,32.71710835,-117.1296589
11288,C St & 28th St,32.71698302,-117.13411839
10904,C St & 27th St,32.71697047,-117.13586744
11280,C St & 26th St,32.71695476,-117.13843254
11684,25th St & Broadway,32.71611353,-117.14036505
10878,Broadway & 22nd St,32.71587945,-117.143848
10873,Broadway & 20th St,32.71587176,-117.14566536
10863,Broadway & 15th St,32.71584694,-117.15020708
99342,Broadway & Park Bl,32.71583248,-117.1540629
13311,Broadway & 8th Av,32.71578215,-117.15732304
13312,Broadway & 5th Av,32.71576782,-117.160051
10840,Broadway & 1st Av,32.71585513,-117.16367053
10839,Broadway & Union St,32.71582802,-117.1659175
70024,Euclid Ave Station,32.71000327,-117.08663245
12166,Euclid Av & Unity Place Drwy,32.70890865,-117.08511686
91043,Euclid Av & Euclid Health Center,32.70724308,-117.08511409
12165,Euclid Av & Brooks Huffman Plaza,32.70386508,-117.0851276
12164,Euclid Av & Trinidad Wy,32.6999673,-117.08518819
11749,Euclid Av & La Paz Dr,32.69800489,-117.08518586
11382,Logan Av & Euclid Av,32.69690656,-117.08665119
11000,Logan Av & Jarrett Ct,32.69692223,-117.090812
12878,47th St & Logan Av,32.6973678,-117.09358245
12879,47th St & T St,32.69885748,-117.09358371
91106,Ocean View Bl & 46th St,32.7005327,-117.0953876
11365,Ocean View Bl & 45th St,32.70058032,-117.09845992
10982,Ocean View Bl & Marketplace Av,32.70060827,-117.10118424
11353,Ocean View Bl & San Miguel Av,32.70060811,-117.10438614
11346,Ocean View Bl & 40th St,32.70139344,-117.10845061
10962,Ocean View Bl & 39th St,32.70138098,-117.11023837
10956,Ocean View Bl & 38th St,32.70136606,-117.11237392
10949,Ocean View Bl & 36th St,32.70134169,-117.11663534
11324,Ocean View Bl & 35th St,32.70137043,-117.11919066
11319,Ocean View Bl & 33rd St,32.70131129,-117.12289261
11310,Ocean View Bl & 32nd St,32.70128205,-117.12546687
10925,Ocean View Bl & 30th St,32.70127097,-117.12934158
10918,Ocean View Bl & 29th St,32.7012666,-117.13149349
10912,Ocean View Bl & 28th St,32.70124801,-117.13370703
10907,Ocean View Bl & Sampson St,32.70210345,-117.13514917
10893,Ocean View Bl & Dewey St,32.70444315,-117.13848849
10890,Ocean View Bl & Commercial St,32.70510408,-117.13945414
12464,25th St & Imperial Av,32.70610834,-117.14006894
12465,25th St & K St,32.70832625,-117.14008808
12466,25th St & Island Av,32.71043146,-117.14010934
11275,Market St & 25th St,32.7117102,-117.14077572
11264,Market St & 22nd St,32.7116496,-117.1442115
11263,Market St & 20th St,32.71164973,-117.14608737
10866,Market St & 16th St,32.71163834,-117.14916277
11256,Market St & 14th St,32.71165737,-117.15220272
10858,Market St & Park Bl,32.71164624,-117.15409799
10856,Market St & 10th Av,32.71162453,-117.15518362
10848,Market St & 8th Av,32.71162721,-117.15706278
89026,7th Av & F St,32.71350376,-117.15823982
12434,5th Av & C St,32.71656915,-117.16003327
12765,5th Av & B St,32.71803122,-117.16005161
12766,5th Av & Beech St,32.7212655,-117.16015004
12427,5th Av & Elm St,32.72392918,-117.16009951
12771,5th Av & Hawthorn St,32.72745521,-117.16014243
12770,5th Av & Juniper St,32.72954404,-117.16014774
12767,5th Av & Laurel St,32.73152516,-117.16022348
12772,5th Av & Nutmeg St,32.73375181,-117.16017494
12439,5th Av & Quince St,32.73682571,-117.16018035
12773,5th Av & Upas St,32.74087179,-117.16029434
12429,5th Av & Brookes Av,32.74323347,-117.16027288
12432,5th Av & Pennsylvania Av,32.74505579,-117.16026569
12430,5th Av & University Av,32.74847984,-117.16034659
11243,Washington St & 5th Av,32.75004303,-117.16118888
11236,Washington St & 3rd Av,32.75002431,-117.16297756
12009,Front St & Arbor Dr (UCSD),32.75342291,-117.16500989
10468,Washington St & 4th Av,32.74980407,-117.1622825
12027,4th Av & University Av,32.74775835,-117.16164986
12025,4th Av & Robinson Av,32.74661234,-117.16163475
12028,4th Av & Brookes Av,32.74314665,-117.16160865
12041,4th Av & Upas St,32.74061451,-117.16133855
11645,4th Av & Spruce St,32.73884183,-117.16132346
12037,4th Av & Quince St,32.73678491,-117.16135195
12040,4th Av & Nutmeg St,32.73326268,-117.16127878
11644,4th Av & Laurel St,32.73153127,-117.16125762
12042,4th Av & Juniper St,32.72906042,-117.16124833
12039,4th Av & Hawthorn St,32.72697159,-117.16124299
11643,4th Av & Fir St,32.7252924,-117.16122238
11642,4th Av & Date St,32.72320918,-117.16120084
12032,4th Av & Cedar St,32.72173583,-117.16122137
12035,4th Av & Ash St,32.71954557,-117.16117922
12036,4th Av & B St,32.71725334,-117.16117503
12034,4th Av & G St,32.71236153,-117.1611017
10474,Market St & 6th Av,32.71143589,-117.15878388
10105,Market St & 10th Av,32.71143588,-117.15579614
10108,Market St & Park Bl,32.71146838,-117.15398888
10488,Market St & 14th St,32.71145095,-117.15148863
10116,Market St & 16th St,32.71142899,-117.14960278
10118,Market St & 19th St,32.7114408,-117.14684925
10503,Market St & 22nd St,32.71146383,-117.14367644
10133,Market St & 25th St,32.71151504,-117.14039662
12076,25th St & J St,32.70923456,-117.14028906
10516,Ocean View Bl & Commercial St,32.70516436,-117.13986111
99345,Ocean View Bl & Dewey St,32.70419077,-117.13842093
10145,Ocean View Bl & Sampson St,32.70214509,-117.13547466
10535,Ocean View Bl & 28th St,32.70109979,-117.13329595
10163,Ocean View Bl & 30th St,32.70111473,-117.12966834
10177,Ocean View Bl & 32nd St,32.7011366,-117.12543617
10186,Ocean View Bl & 33rd St,32.70115313,-117.12271551
10568,Ocean View Bl & 35th St,32.701176,-117.11830781
10570,Ocean View Bl & 36th St,32.70116904,-117.11656212
10206,Ocean View Bl & 38th St,32.70121027,-117.1126422
10582,Ocean View Bl & 39th St,32.70122242,-117.11011654
13460,Ocean View Bl & 40th St,32.70101215,-117.10755296
10223,Ocean View Bl & San Miguel Av,32.70048297,-117.10459622
10603,Ocean View Bl & San Pasqual Dr,32.7004574,-117.10193694
10231,Ocean View Bl & Elizabeth St,32.70045362,-117.09929737
13013,Ocean View Bl & 46th St,32.70042249,-117.09622846
10236,Ocean View Bl & 47th St,32.70040491,-117.09398209
11737,47th St & T St,32.69828973,-117.09381231
10235,Logan Av & 47th St,32.69670802,-117.09320233
10629,Logan Av & 49th St,32.69671922,-117.08914255
12541,Euclid Av & La Paz Dr,32.6977263,-117.08492642
12542,Euclid Av & Trinidad Wy,32.69987819,-117.0849533
12892,Euclid Av & Manzanares Wy,32.70368007,-117.08484953
12893,Euclid Av & Naranja St,32.70848706,-117.08486905
70009,12th & Imperial Transit Center,32.7060948,-117.15289674
10115,Imperial Av & 16th St,32.70621434,-117.14970235
10499,Imperial Av & 19th St,32.70621126,-117.14635067
10123,Imperial Av & 22nd St,32.70621679,-117.14407511
10127,Imperial Av & 24th St,32.70622508,-117.14255054
10515,Imperial Av & 25th St,32.70627168,-117.13952444
10137,Imperial Av & 26th St,32.70630307,-117.13822116
10147,Imperial Av & Hensley St,32.70632038,-117.13466487
10164,Imperial Av & 30th St,32.70634271,-117.12962298
10178,Imperial Av & 32nd St,32.7063728,-117.12539389
10187,Imperial Av & 33rd St,32.70666939,-117.12271486
91103,Imperial Av & Francis St,32.70617683,-117.12007353
10563,36th St & Imperial Av,32.70530322,-117.11689209
10203,Imperial Av & 37th St,32.7048041,-117.1147774
10207,Imperial Av & 38th St,32.70481068,-117.11266118
10216,Imperial Av & 40th St,32.70475529,-117.10878242
10598,Imperial Av & Messina Wy,32.70408185,-117.1052325
10618,Imperial Av & Greenwood Cemetery,32.70401613,-117.10122365
10232,Imperial Av & 45th St,32.70406208,-117.0981456
10624,Imperial Av & 47th St,32.70402567,-117.09263192
99371,Imperial Av & 49th St,32.70402725,-117.08957945
91037,Euclid Ave Station,32.70979656,-117.08631189
10636,Imperial Av & Euclid Av,32.70470029,-117.08436507
10641,Imperial Av & San Jacinto Dr,32.70578918,-117.08225908
10650,Imperial Av & 54th St,32.70707957,-117.07838645
10653,Imperial Av & 55th St,32.70763651,-117.07607703
13308,Imperial Av & Valencia Pkwy,32.70812337,-117.07437811
10658,Imperial Av & Valencia Pkwy,32.70868279,-117.07251079
10664,Imperial Av & Linnet St,32.70904984,-117.07022229
10669,Imperial Av & 60th St,32.70928474,-117.06754568
10273,Imperial Av & 62nd St,32.70967287,-117.06413249
10276,Imperial Av & 63rd St,32.7098784,-117.06255766
10686,Imperial Av & 65th St,32.71045946,-117.05778403
10286,Imperial Av & Woodman St,32.71071811,-117.05563748
10291,Imperial Av & 68th St,32.71125466,-117.05132825
10292,Imperial Av & 69th St,32.71180223,-117.04953865
10698,Lisbon St & 71st St,32.71197702,-117.04503426
10704,Lisbon St & Tibbett St,32.7120368,-117.03957951
10707,Lisbon St & Jamacha Rd,32.71204487,-117.03831817
13021,Jamacha Rd & 7629,32.71288509,-117.03629375
10714,Jamacha Rd & Beacon Dr,32.71391959,-117.03483022
10312,Jamacha Rd & Glencoe Dr,32.71536671,-117.03201132
13023,Jamacha Rd & 8205,32.71615056,-117.02932302
10319,Jamacha Rd & Cardiff St,32.71754502,-117.02611659
12246,Cardiff St & Jamacha Rd,32.71632811,-117.02557268
11809,San Vicente St & Cardiff St,32.71228911,-117.02493244
11081,San Vicente St & Sawtelle Av,32.71195674,-117.02664933
13468,San Vicente St & Jacumba St,32.71145636,-117.02928802
11076,San Vicente St & Rytko St,32.71089623,-117.03180586
11071,San Vicente St & San Vicente Ct,32.70963065,-117.03330633
11069,San Vicente St & Meadowbrook Dr,32.70870028,-117.03525188
11800,Meadowbrook Dr & Knollwood Rd,32.70733707,-117.03265203
12238,Meadowbrook Dr & Blackpool Rd,32.70523908,-117.03149237
11801,Meadowbrook Dr & Gribble St,32.70348892,-117.03095998
12239,Meadowbrook Dr & Skyline Dr,32.70219559,-117.03076974
11803,Meadowbrook Dr & Brookhaven Rd,32.69988446,-117.0298456
12241,Meadowbrook Dr & Brookmeadow Pl,32.69932886,-117.02816988
11465,Paradise Valley Rd & Meadowbrook Dr,32.69725583,-117.02653282
12972,Deep Dell Rd & Paradise Valley Rd,32.69602093,-117.02971391
10720,Brookhaven Rd & Woodway Ct,32.69910321,-117.03038804
12578,Meadowbrook Dr & Skyline Dr,32.70192845,-117.03041955
12971,Meadowbrook Dr & Gribble St,32.70363319,-117.03074671
12577,Meadowbrook Dr & Blackpool Rd,32.70549564,-117.03134185
12970,Meadowbrook Dr & Knollwood Rd,32.70769282,-117.03289575
10712,San Vicente St & Meadowbrook Dr,32.70879821,-117.03497967
10715,San Vicente St & San Vicente Ct,32.70959957,-117.03300697
10719,San Vicente St & Rytko St,32.71082301,-117.03164916
13486,San Vicente St & Norm St,32.71146072,-117.02859883
10725,San Vicente St & Sawtelle Av,32.71185602,-117.02649564
10321,San Vicente St & Cardiff St,32.71215697,-117.02496704
12584,Cardiff St & Wade St,32.71513046,-117.0250257
11466,Jamacha Rd & Cardiff St,32.71764546,-117.02631581
13118,Jamacha Rd & 8204,32.71629082,-117.029308
11455,Jamacha Rd & Lincoln Pl,32.7152216,-117.03322272
99378,Jamacha Rd & Britain St,32.71378194,-117.03529715
11452,Jamacha Rd & Joanna Dr,32.712354,-117.03768372
13467,Lisbon St & Woodrow Av,32.71219415,-117.04118695
13116,Lisbon St & 7170,32.71217625,-117.04397296
11056,Lisbon St & Imperial Av,32.71210461,-117.04868311
11054,Imperial Av & 68th St,32.71150275,-117.05121672
11429,Imperial Av & 66th St,32.71093941,-117.05584106
11047,Imperial Av & 65th St,32.71068424,-117.05787387
11042,Imperial Av & 63rd St,32.7101294,-117.06242343
11416,Imperial Av & 62nd St,32.70990852,-117.06424195
11410,Imperial Av & 60th St,32.70942057,-117.06820038
11407,Imperial Av & Merlin Dr,32.70915722,-117.07143265
13306,Imperial Av & Valencia Pkwy,32.70877566,-117.07300905
11022,Imperial Av & 54th St,32.70722411,-117.0785536
11015,Imperial Av & San Jacinto Dr,32.70583391,-117.08255533
91038,Euclid Ave Station,32.709787,-117.08610048
11007,Imperial Av & 50th St,32.70422876,-117.0866199
11375,Imperial Av & 49th St,32.70427542,-117.08986464
10997,Imperial Av & 47th St,32.70428506,-117.09328456
10993,Imperial Av & 45th St,32.7042541,-117.09779961
11367,Imperial Av & Greenwood Cemetery,32.70428945,-117.10184394
12508,40th St & Imperial Av,32.70469927,-117.10814472
10953,Imperial Av & 37th St,32.7049055,-117.11442731
10950,Imperial Av & 36th St,32.70496923,-117.11670351
11323,Imperial Av & Francis St,32.70613565,-117.11967651
10938,Imperial Av & 33rd St,32.70685778,-117.12211531
11311,Imperial Av & 32nd St,32.70652477,-117.12566848
10926,Imperial Av & 30th St,32.70649292,-117.12937091
10911,Imperial Av & 28th St,32.70647569,-117.13370417
10896,Imperial Av & 26th St,32.70645596,-117.13798213
10889,Imperial Av & 25th St,32.70643626,-117.13995197
10882,Imperial Av & 24th St,32.70642783,-117.14226001
10874,Imperial Av & 21st St,32.70637988,-117.14470419
10871,Imperial Av & 19th St,32.70637498,-117.14651488
11258,Imperial Av & 16th St,32.70637054,-117.14976572
11656,10th Av & Broadway,32.7159774,-117.15566399
12048,10th Av & F St,32.71348748,-117.15563191
10524,Market St & 26th St,32.71153076,-117.13783494
10530,Market St & 27th St,32.711532,-117.13575102
10537,Market St & 28th St,32.71154497,-117.13355993
10158,Market St & 30th St,32.71156459,-117.13043259
10171,Market St & 31st St,32.71157701,-117.12753276
10179,Market St & 32nd St,32.71159492,-117.12540024
10184,Market St & 33rd St,32.71168209,-117.12240687
10571,Market St & 36th St,32.7114349,-117.11614288
10576,Market St & Gateway Center Dr,32.71141146,-117.11360682
10578,Market St & Gateway Center Wy,32.7113854,-117.11183149
10587,Market St & 40th St,32.71141125,-117.10851891
10221,Market St & Morrison St,32.71138957,-117.10570654
10225,Market St & Denby St,32.71139783,-117.10292696
10619,Market St & 45th St,32.71135238,-117.09755903
10625,Market St & 47th St,32.7112162,-117.09296725
91041,Euclid Ave Station,32.71011824,-117.08629544
10998,Market St & 47th St,32.71152498,-117.09323028
11368,Market St & 45th St,32.71156054,-117.09766507
10983,Market St & Denby St,32.71158874,-117.10234687
10977,Market St & Morrison St,32.71161079,-117.10591025
10963,Market St & Quail St,32.71162651,-117.1095776
11338,Market St & Gateway Center Wy,32.71161669,-117.11255874
10951,Market St & 36th St,32.71166973,-117.11636301
11317,Market St & 33rd St,32.71190442,-117.12283821
10935,Market St & 32nd St,32.71179677,-117.12561682
11304,Market St & 31st St,32.71178505,-117.12765187
10914,Market St & 28th St,32.71176488,-117.13355563
10903,Market St & 27th St,32.71174644,-117.13574342
10897,Market St & 26th St,32.71174396,-117.13799964
12781,11th Av & F St,32.7139981,-117.15459028
12782,11th Av & Broadway,32.71635101,-117.15456566
94050,Fashion Valley Transit Center,32.76552148,-117.16950118
13392,Camino De La Reina & Avenida Del Rio,32.76593679,-117.16354261
10479,Camino De La Reina & Camino De La Siesta,32.76632423,-117.16020895
10100,Camino De La Reina & Camino Del Arroyo,32.76674662,-117.15846313
13036,Camino De La Reina & Mission Valley West,32.76763266,-117.15533299
10485,Camino De La Reina & Mission Center Rd,32.76819179,-117.15329574
13037,Camino De La Reina & Westfield Drwy,32.76997576,-117.14950776
10500,Camino De La Reina & Michaels,32.77062767,-117.14717207
10505,Camino De La Reina & Camino Del Este,32.77072674,-117.14450541
11687,Texas St & Camino Del Rio South,32.76768472,-117.13948095
12078,Texas St & Madison Av,32.76048766,-117.13892035
11688,Texas St & Meade Av,32.75740396,-117.13890225
12469,Texas St & Meade Av,32.75712769,-117.1387173
12814,Texas St & Madison Av,32.76082429,-117.13873833
12813,Texas St & Camino Del Rio S,32.76770057,-117.13918832
11276,Camino De La Reina & Qualcomm Wy,32.77201919,-117.14061457
10879,Camino De La Reina & Camino Del Este,32.77109162,-117.14383894
99380,Camino De La Reina & Saks 5th Av,32.77093318,-117.14711337
13102,Camino De La Reina & Park In The Valley Drwy,32.77008029,-117.14987319
10860,Camino De La Reina & Mission Center Rd,32.76849279,-117.15310364
13001,Camino De La Reina & Mission Valley West,32.76751308,-117.15664603
11248,Camino De La Reina & Camino Del Arroyo,32.76681635,-117.15907219
11242,Camino De La Reina & Camino De La Siesta,32.7665434,-117.16105051
13393,Camino De La Reina & Avenida Del Rio,32.76605846,-117.16381387
99343,11th Av & C St,32.71652951,-117.154587
12786,Park Bl & B St,32.71804818,-117.15363369
13147,Park Bl & San Diego High School,32.72083414,-117.15339889
12793,Park Bl & Presidents Way,32.72586549,-117.1501761
12798,Park Bl & Naval Hospital,32.72781238,-117.14702886
12457,Park Bl & Village Pl,32.73201184,-117.14593021
12458,Park Bl & Zoo Pl,32.73505679,-117.14560671
12797,Park Bl & Upas St,32.74108301,-117.14729404
12795,Park Bl & Cypress Av,32.74462248,-117.14737887
12456,Park Bl & University Av,32.74822644,-117.14615363
10130,University Av & Alabama St,32.74837212,-117.14274006
10136,University Av & Louisiana St,32.74837408,-117.14018692
10523,University Av & Texas St,32.74837803,-117.1384957
10534,University Av & Pershing Av,32.7483941,-117.13434576
10161,University Av & 30th St,32.7483355,-117.13024061
10547,University Av & Grim Av,32.74840445,-117.12789305
10550,University Av & Herman Av,32.74842592,-117.12564583
10560,University Av & 33rd St,32.74873617,-117.12181104
60664,University Av & Swift Av,32.74970748,-117.1189292
10572,University Av & Wilson Av,32.74968916,-117.11645389
60665,University Av & Cherokee Av,32.74967023,-117.11445018
10208,University Av & 38th St,32.74964632,-117.11197481
13523,University Av & I-15 Transit Plaza,32.74954378,-117.10854896
10599,University Av & Marlborough Av,32.7495688,-117.10534228
60666,University Av & Van Dyke Av,32.74955002,-117.10289299
10611,University Av & Fairmount Av,32.74953034,-117.10017049
10616,University Av & Highland Av,32.74952055,-117.0983978
10621,University Av & Chamoune Av,32.74948383,-117.09614024
10238,University Av & 47th St,32.74947427,-117.09352192
10242,University Av & Estrella Av,32.74945296,-117.09020096
10633,University Av & 50th St,32.74914782,-117.08656832
10252,University Av & 52nd St,32.74899361,-117.08376976
13194,University Av & Shiloh Rd,32.74893744,-117.08109572
96024,University Av & 54th St,32.74850203,-117.07881492
10661,University Av & 58th St,32.74909635,-117.0721465
99093,University Av & University Sq,32.75038806,-117.07009323
13017,University Av & 5975,32.75127071,-117.06838086
99090,University Av & College Av,32.75257465,-117.06488345
12186,54th St & University Av,32.7482331,-117.0795702
13524,University Av & I-15 Transit Plaza,32.74983218,-117.10897134
60648,University Av & 39th St,32.74978826,-117.11093541
11336,University Av & 37th St,32.74978461,-117.11342352
11331,University Av & 36th St,32.74983055,-117.11588935
13501,University Av & 35th St,32.74986938,-117.11857628
10943,University Av & Wabash Av,32.74941212,-117.12066961
11315,University Av & Bancroft St,32.74858117,-117.12429436
10934,University Av & Iowa St,32.74858146,-117.12619053
11298,University Av & 30th St,32.74856439,-117.13051935
10909,University Av & Idaho St,32.74852613,-117.13421601
10899,University Av & Arizona St,32.74851615,-117.13778806
10885,University Av & Alabama St,32.7485526,-117.14210766
12066,Park Bl & University Av,32.74806783,-117.14642197
12062,Park Bl & Cypress Av,32.74406003,-117.14762031
11666,Park Bl & Zoo Dr,32.74041032,-117.14757663
12068,Park Bl & Zoo Pl,32.73481521,-117.14594571
12067,Park Bl & Village Pl,32.73206175,-117.1462494
12064,Park Bl & Inspiration Point Way,32.72730061,-117.14861371
12060,Park Bl & Presidents Way,32.72538567,-117.15076949
13137,Park Bl & Russ Bl,32.7205293,-117.1538152
12053,Park Bl & B St,32.71829933,-117.15386711
91107,Park Bl & Broadway,32.71601546,-117.15384694
11413,University Av & 60th St,32.75214389,-117.06726359
